,Date,start time,Activity,end time
2766,2011-02-08,12:14:55.073105,Leave_Home,12:15:10.7541
2767,2011-02-08,13:01:12.215348,Enter_Home,13:01:16.351117
2768,2011-02-08,13:09:30.602565,Meal_Preparation,13:33:04.543455
2769,2011-02-08,13:33:11.01028,Relax,14:35:50.152912
2770,2011-02-08,15:11:12.003613,Meal_Preparation,15:22:18.301778
2771,2011-02-08,15:31:01.813541,Relax,18:46:53.211887
2776,2011-02-08,18:47:17.705764,Meal_Preparation,18:59:13.160759
2777,2011-02-08,18:59:18.548556,Relax,23:54:26.988957
2784,2011-02-09,00:09:39.781116,Sleeping,04:28:19.54617
2785,2011-02-09,04:28:23.310502,Bed_to_Toilet,04:30:09.601723
2786,2011-02-09,04:30:37.768938,Sleeping,07:10:03.840761
2787,2011-02-09,07:14:50.295356,Meal_Preparation,07:30:43.328061
2789,2011-02-09,07:30:52.542192,Relax,09:06:27.360934
2792,2011-02-09,09:12:06.501457,Meal_Preparation,09:23:39.687951
2794,2011-02-09,09:24:27.605745,Eating,09:29:12.788254
2795,2011-02-09,09:30:08.699909,Relax,10:34:56.385168
2797,2011-02-09,11:14:13.817013,Wash_Dishes,11:19:02.861261
2798,2011-02-09,11:40:44.876821,Leave_Home,11:40:50.289763
2799,2011-02-09,14:40:51.081033,Enter_Home,14:40:56.069854
2800,2011-02-09,14:49:54.44713,Leave_Home,14:49:56.424463
2801,2011-02-09,15:26:19.848753,Enter_Home,15:26:24.125426
2802,2011-02-09,15:45:44.834245,Work,15:49:48.860317
2803,2011-02-09,16:08:54.602223,Meal_Preparation,17:09:32.753714
2807,2011-02-09,17:20:34.330874,Relax,17:32:25.450562
2808,2011-02-09,17:41:00.40557,Meal_Preparation,18:09:15.725888
2810,2011-02-09,18:09:22.41286,Relax,18:30:58.851744
2812,2011-02-09,18:31:35.765041,Work,18:35:16.289381
2813,2011-02-09,18:40:08.825076,Meal_Preparation,18:43:53.221158
2814,2011-02-09,18:43:58.760372,Relax,23:47:17.258439
2821,2011-02-09,23:48:55.686246,Sleeping,06:01:56.08875
2822,2011-02-11,00:28:28.342113,Sleeping,05:46:16.058489
2823,2011-02-11,05:55:37.60437,Meal_Preparation,06:09:28.843131
2825,2011-02-11,06:09:54.238859,Relax,06:38:56.188759
2827,2011-02-11,07:30:23.55197,Eating,07:41:51.078843
2828,2011-02-11,07:51:16.635783,Meal_Preparation,07:58:42.605769
2829,2011-02-11,08:00:04.335029,Relax,08:05:25.615877
2830,2011-02-11,08:07:33.268027,Leave_Home,08:07:47.333954
2831,2011-02-11,08:24:11.323543,Enter_Home,08:24:15.079579
2832,2011-02-11,08:30:59.832088,Relax,08:39:09.413349
2833,2011-02-11,09:12:28.801902,Leave_Home,09:12:33.588718
2834,2011-02-11,09:49:15.011021,Enter_Home,09:49:19.218663
2835,2011-02-11,09:49:45.20255,Meal_Preparation,10:02:15.373725
2837,2011-02-11,10:02:27.379768,Relax,10:56:27.038502
2838,2011-02-11,11:42:22.464737,Leave_Home,11:42:26.990378
2839,2011-02-11,14:01:39.260995,Enter_Home,14:01:42.755954
2840,2011-02-11,14:24:49.641871,Relax,16:23:39.820141
2844,2011-02-11,16:29:33.325828,Leave_Home,16:29:37.440807
2845,2011-02-11,17:05:18.120666,Enter_Home,17:05:22.307151
2846,2011-02-11,17:07:05.568228,Leave_Home,17:07:08.860573
2847,2011-02-11,18:40:35.183699,Enter_Home,18:40:38.911736
2848,2011-02-11,18:43:43.863723,Relax,19:03:34.3636
2849,2011-02-11,19:10:41.956739,Meal_Preparation,19:16:33.049107
2850,2011-02-11,19:16:35.826808,Relax,00:02:23.416326
2855,2011-02-12,00:07:14.591801,Sleeping,04:33:26.812174
2856,2011-02-12,04:33:33.984986,Bed_to_Toilet,04:37:23.682103
2857,2011-02-12,04:37:30.095093,Sleeping,08:37:24.658597
2858,2011-02-12,08:50:34.665084,Meal_Preparation,09:08:27.631232
2859,2011-02-12,09:08:41.800392,Relax,09:23:28.680123
2860,2011-02-12,09:24:00.48045,Meal_Preparation,09:32:01.255449
2862,2011-02-12,09:32:03.591827,Relax,09:41:28.492663
2863,2011-02-12,10:58:05.981184,Leave_Home,10:58:10.63129
2864,2011-02-12,13:50:26.813531,Enter_Home,13:50:32.228825
2865,2011-02-12,14:07:44.542044,Meal_Preparation,14:26:36.319046
2866,2011-02-12,15:06:35.72636,Relax,18:45:44.353642
2873,2011-02-12,18:45:51.529772,Meal_Preparation,18:55:44.669263
2874,2011-02-12,18:55:47.910856,Relax,20:41:58.111555
2876,2011-02-12,20:55:54.883424,Sleeping,07:42:18.700334
2877,2011-02-13,07:43:42.388935,Sleeping,07:54:24.05948
2878,2011-02-13,08:11:58.354337,Meal_Preparation,08:36:18.255156
2880,2011-02-13,08:36:26.209747,Relax,11:04:23.32159
2883,2011-02-13,11:25:57.671127,Work,11:40:09.643924
2884,2011-02-13,11:45:49.570979,Relax,13:19:21.451943
2888,2011-02-13,13:19:35.150567,Meal_Preparation,13:31:32.008484
2890,2011-02-13,13:31:36.411296,Relax,14:59:55.459793
2894,2011-02-13,17:03:42.723193,Meal_Preparation,17:24:09.331681
2895,2011-02-13,17:38:00.310306,Relax,19:35:21.745743
2897,2011-02-13,19:35:24.938264,Meal_Preparation,19:39:03.561552
2898,2011-02-13,19:39:15.570294,Relax,00:14:07.063718
2902,2011-02-14,00:16:35.530367,Sleeping,04:47:46.732815
2903,2011-02-14,04:47:57.21561,Bed_to_Toilet,04:50:16.311895
2904,2011-02-14,04:50:32.660285,Sleeping,07:34:07.665269
2905,2011-02-14,07:42:29.473702,Meal_Preparation,08:00:55.772012
2906,2011-02-14,08:01:11.00338,Relax,08:53:45.413363
2910,2011-02-14,09:02:01.681382,Meal_Preparation,09:21:22.972813
2911,2011-02-14,09:23:35.244563,Eating,10:00:37.530398
2912,2011-02-14,11:44:23.409349,Leave_Home,11:44:28.078858
2913,2011-02-14,13:40:35.209311,Enter_Home,13:40:40.118944
2914,2011-02-14,13:55:08.70442,Meal_Preparation,14:08:13.267429
2916,2011-02-14,14:09:32.518211,Relax,14:43:52.649011
2918,2011-02-14,16:10:32.855132,Meal_Preparation,16:20:55.929494
2919,2011-02-14,17:27:37.516524,Relax,17:33:53.887852
2920,2011-02-14,17:34:44.530568,Meal_Preparation,17:48:25.874329
2922,2011-02-14,17:48:45.480431,Relax,23:18:00.129317
2930,2011-02-15,00:16:37.382383,Sleeping,05:05:20.82758
2931,2011-02-15,05:05:23.859096,Bed_to_Toilet,05:07:37.829775
2932,2011-02-15,05:07:47.51757,Sleeping,08:13:48.916986
2933,2011-02-15,08:16:23.826697,Meal_Preparation,08:29:06.214361
2935,2011-02-15,08:29:18.640634,Relax,09:44:17.626736
2937,2011-02-15,10:03:44.871765,Meal_Preparation,10:10:57.779115
2939,2011-02-15,10:11:02.554751,Eating,10:15:48.455914
2940,2011-02-15,10:15:53.366113,Wash_Dishes,10:20:48.691117
2941,2011-02-15,10:54:21.379485,Relax,11:43:27.562459
2944,2011-02-15,13:33:55.238312,Meal_Preparation,13:40:59.595725
2947,2011-02-15,13:41:01.273432,Relax,13:51:53.16052
2948,2011-02-15,14:39:49.478877,Leave_Home,14:39:53.819588
2949,2011-02-15,15:12:21.902818,Enter_Home,15:12:28.110358
2950,2011-02-15,16:15:06.667243,Relax,17:06:49.906813
2951,2011-02-15,17:39:28.537663,Leave_Home,17:39:36.147568
2952,2011-02-15,20:04:31.314981,Enter_Home,20:04:38.918963
2953,2011-02-15,20:13:55.39424,Relax,00:03:37.693385
2957,2011-02-16,00:08:06.10012,Sleeping,07:40:06.992278
2958,2011-02-16,07:48:39.025914,Meal_Preparation,07:52:30.659247
2959,2011-02-16,07:54:26.904962,Relax,09:17:53.041473
2964,2011-02-16,09:36:14.429354,Meal_Preparation,09:41:57.294244
2966,2011-02-16,09:41:59.938265,Eating,09:47:45.099575
2967,2011-02-16,09:49:34.652757,Wash_Dishes,09:52:14.442937
2968,2011-02-16,10:18:16.320695,Relax,10:41:21.485261
2970,2011-02-16,11:18:37.971844,Housekeeping,11:29:25.387149
2971,2011-02-16,11:35:44.370149,Leave_Home,11:35:50.651839
2972,2011-02-16,13:55:55.815733,Enter_Home,13:56:00.538949
2973,2011-02-16,13:57:18.938048,Eating,14:06:30.326622
2974,2011-02-16,14:11:40.901626,Relax,14:37:47.848889
2976,2011-02-16,15:00:48.153255,Leave_Home,15:00:52.262767
2977,2011-02-16,17:10:25.404972,Enter_Home,17:10:29.402128
2978,2011-02-16,17:15:13.278421,Meal_Preparation,17:24:44.906661
2980,2011-02-16,17:32:58.970933,Relax,17:52:07.090924
2981,2011-02-16,17:52:07.93203,Meal_Preparation,17:58:57.325706
2982,2011-02-16,18:00:17.583744,Relax,18:06:00.690573
2983,2011-02-16,18:06:00.758074,Meal_Preparation,18:09:46.050645
2984,2011-02-16,18:09:47.568295,Relax,00:01:05.772404
2989,2011-02-17,00:08:02.051116,Sleeping,06:57:33.048126
2990,2011-02-17,07:04:49.000775,Meal_Preparation,07:16:44.72244
2992,2011-02-17,07:16:58.280545,Relax,08:21:52.01115
2994,2011-02-17,08:44:23.327399,Leave_Home,08:44:27.452566
2995,2011-02-17,10:21:42.011388,Enter_Home,10:21:46.69004
2996,2011-02-17,10:26:29.65525,Meal_Preparation,10:39:22.609409
2997,2011-02-17,10:39:26.466599,Eating,10:42:37.484983
2998,2011-02-17,11:10:16.587677,Relax,11:27:13.350141
2999,2011-02-17,11:40:20.061924,Leave_Home,11:40:29.709934
3000,2011-02-17,14:37:25.638946,Enter_Home,14:37:30.305412
3001,2011-02-17,14:44:44.075258,Meal_Preparation,14:52:19.890473
3004,2011-02-17,14:52:37.848998,Relax,15:20:25.811385
3007,2011-02-17,15:48:25.141377,Leave_Home,15:48:29.504096
3008,2011-02-17,18:26:19.787958,Enter_Home,18:26:24.847133
3009,2011-02-17,18:38:12.209669,Meal_Preparation,18:47:38.489646
3011,2011-02-17,18:54:14.820619,Relax,22:57:14.923373
3015,2011-02-17,23:00:41.086622,Sleeping,04:53:09.703378
3016,2011-02-18,04:53:30.46998,Bed_to_Toilet,04:56:39.089
3017,2011-02-18,04:56:42.709316,Sleeping,07:15:34.580056
3018,2011-02-18,07:22:18.908213,Meal_Preparation,07:35:18.092899
3019,2011-02-18,07:35:42.382211,Relax,08:59:11.56447
3023,2011-02-18,09:05:03.045824,Meal_Preparation,09:22:27.393354
3026,2011-02-18,09:22:39.139469,Eating,09:31:07.760381
3027,2011-02-18,09:31:37.552624,Wash_Dishes,09:36:01.620042
3028,2011-02-18,10:12:22.280583,Relax,10:58:53.514285
3031,2011-02-18,11:17:15.96459,Housekeeping,11:27:10.691009
3032,2011-02-18,11:46:41.353668,Leave_Home,11:46:45.576253
3033,2011-02-18,14:21:04.483125,Enter_Home,14:21:10.78421
3034,2011-02-18,14:25:42.771717,Meal_Preparation,14:38:27.5631
3035,2011-02-18,14:40:38.496976,Eating,14:51:22.113774
3036,2011-02-18,14:51:24.452467,Relax,15:18:19.025229
3037,2011-02-18,15:47:07.079741,Leave_Home,15:47:11.384528
3038,2011-02-18,16:41:48.376964,Enter_Home,16:41:59.115069
3039,2011-02-18,17:06:17.950489,Meal_Preparation,18:23:43.790492
3044,2011-02-18,18:23:53.213135,Eating,18:29:49.205881
3045,2011-02-18,18:34:50.54239,Meal_Preparation,18:41:39.161368
3046,2011-02-18,18:44:13.351208,Eating,19:29:49.248322
3048,2011-02-18,19:29:51.576422,Meal_Preparation,19:51:40.002736
3049,2011-02-18,19:51:44.042725,Eating,20:48:52.820312
3050,2011-02-18,20:49:30.555698,Wash_Dishes,20:53:24.398644
3051,2011-02-18,21:07:15.600091,Relax,00:00:04.159503
3059,2011-02-19,00:03:47.901807,Sleeping,04:41:08.161207
3060,2011-02-19,04:41:23.712823,Bed_to_Toilet,04:44:20.040912
3061,2011-02-19,04:44:47.77951,Sleeping,06:05:53.183255
3062,2011-02-19,06:07:48.974289,Meal_Preparation,06:22:23.744721
3063,2011-02-19,06:24:12.405885,Relax,06:43:41.066044
3065,2011-02-19,07:26:32.28496,Meal_Preparation,07:31:44.648233
3066,2011-02-19,07:31:54.229573,Eating,07:36:03.700048
3067,2011-02-19,07:39:49.714271,Relax,07:45:04.391846
3068,2011-02-19,07:56:12.195964,Leave_Home,07:56:21.859391
3069,2011-02-19,18:58:33.877509,Enter_Home,18:58:39.887131
3070,2011-02-19,19:00:11.724594,Relax,00:59:19.344082
3076,2011-02-21,00:21:58.989769,Sleeping,06:55:17.118692
3077,2011-02-21,07:10:15.224384,Meal_Preparation,07:13:05.354904
3078,2011-02-21,07:16:03.743341,Relax,10:17:47.631635
3081,2011-02-21,10:18:42.668769,Meal_Preparation,10:26:43.574521
3083,2011-02-21,10:31:06.356657,Relax,11:39:18.681805
3084,2011-02-21,11:44:14.849485,Meal_Preparation,12:00:19.939121
3086,2011-02-21,12:06:54.302033,Relax,15:04:53.083026
3089,2011-02-21,15:47:14.097662,Meal_Preparation,15:57:03.478228
3090,2011-02-21,15:57:06.624879,Relax,19:04:19.727605
3095,2011-02-21,19:04:24.208761,Meal_Preparation,19:08:08.860038
3096,2011-02-21,19:08:19.388868,Relax,02:22:01.331188
3105,2011-02-22,02:34:17.262799,Sleeping,07:20:24.922258
3106,2011-02-22,07:28:54.301218,Meal_Preparation,07:43:17.754823
3108,2011-02-22,07:44:40.69885,Relax,08:56:36.480502
3110,2011-02-22,09:28:42.614435,Meal_Preparation,09:38:31.750659
3111,2011-02-22,09:38:42.078429,Eating,09:44:15.084966
3112,2011-02-22,09:50:23.687574,Relax,12:02:10.537677
3114,2011-02-22,12:02:36.316799,Meal_Preparation,12:09:23.078511
3115,2011-02-22,12:16:34.418081,Work,13:52:25.642826
3118,2011-02-22,14:08:51.143086,Meal_Preparation,14:11:13.062819
3119,2011-02-22,14:12:18.06499,Eating,14:22:35.554443
3120,2011-02-22,14:36:53.832045,Leave_Home,14:36:58.061071
3121,2011-02-22,15:08:31.996621,Enter_Home,15:08:35.366795
3122,2011-02-22,15:23:00.14229,Meal_Preparation,15:39:32.517496
3125,2011-02-22,15:41:17.890808,Relax,15:48:17.40163
3126,2011-02-22,16:51:49.660317,Leave_Home,16:52:00.545089
3127,2011-02-22,17:07:44.564088,Enter_Home,17:07:51.723272
3128,2011-02-22,17:23:33.139161,Relax,18:58:09.220849
3132,2011-02-22,18:58:14.324293,Meal_Preparation,19:13:59.598315
3134,2011-02-22,19:16:51.556582,Relax,01:00:58.149326
3141,2011-02-23,01:10:36.6093,Sleeping,07:17:35.519692
3142,2011-02-23,07:25:56.434191,Meal_Preparation,07:39:56.139604
3144,2011-02-23,07:40:04.94163,Relax,09:07:45.300587
3147,2011-02-23,09:12:11.750234,Meal_Preparation,09:25:56.04892
3149,2011-02-23,09:28:01.908941,Eating,09:34:23.729664
3150,2011-02-23,09:49:18.052912,Meal_Preparation,09:56:02.608486
3151,2011-02-23,09:56:08.192833,Relax,11:31:39.173174
3154,2011-02-23,12:09:28.029921,Meal_Preparation,12:17:34.061338
3155,2011-02-23,12:17:36.405987,Relax,17:27:22.775771
3165,2011-02-23,17:39:42.444578,Meal_Preparation,17:49:53.202551
3166,2011-02-23,17:49:58.229368,Relax,23:53:44.359212
3175,2011-02-23,23:58:27.902749,Sleeping,04:46:08.761123
3176,2011-02-24,04:46:27.199839,Bed_to_Toilet,04:49:03.622207
3177,2011-02-24,04:49:21.291549,Sleeping,05:36:12.972266
3178,2011-02-24,05:40:19.456351,Meal_Preparation,05:46:35.911964
3179,2011-02-24,05:56:06.603601,Relax,06:49:49.811155
3182,2011-02-24,08:31:31.168316,Leave_Home,08:31:37.440415
3183,2011-02-24,11:35:36.983285,Enter_Home,11:35:41.837832
3184,2011-02-24,11:39:14.73773,Meal_Preparation,11:55:16.665954
3186,2011-02-24,11:55:22.435961,Relax,14:39:32.848661
3190,2011-02-24,14:46:01.144792,Leave_Home,14:46:06.347603
3191,2011-02-24,15:06:12.250394,Enter_Home,15:06:19.17111
3192,2011-02-24,15:10:27.635802,Relax,15:36:07.456042
3193,2011-02-24,15:44:57.286005,Leave_Home,15:45:02.249977
3194,2011-02-24,18:41:16.76777,Enter_Home,18:41:22.616013
3195,2011-02-24,18:48:27.754398,Meal_Preparation,19:14:10.581946
3201,2011-02-24,19:14:20.512669,Relax,00:36:37.76795
3209,2011-02-25,00:42:36.785365,Sleeping,08:36:41.586419
3210,2011-02-25,08:46:33.382321,Meal_Preparation,09:01:14.183465
3211,2011-02-25,09:03:27.188219,Relax,11:12:54.411817
3216,2011-02-25,11:55:52.732024,Meal_Preparation,12:12:57.096445
3220,2011-02-25,12:14:27.54664,Eating,12:27:13.460305
3221,2011-02-25,12:33:20.848276,Relax,14:19:18.148842
3223,2011-02-25,14:28:30.583836,Work,16:25:27.040109
3224,2011-02-25,16:26:11.851937,Meal_Preparation,16:29:44.543522
3225,2011-02-25,16:33:16.714983,Work,17:28:59.975008
3226,2011-02-25,17:34:32.885821,Meal_Preparation,18:13:47.291404
3228,2011-02-25,18:15:55.158044,Relax,03:18:10.43524
3238,2011-02-27,06:52:50.405834,Meal_Preparation,07:01:56.75057
3239,2011-02-27,07:04:32.982655,Relax,07:10:05.709235
3240,2011-02-27,07:10:42.601446,Meal_Preparation,07:13:58.878806
3241,2011-02-27,07:26:13.789132,Relax,09:24:54.562305
3244,2011-02-27,09:41:36.926644,Meal_Preparation,09:47:13.390327
3245,2011-02-27,09:49:32.396273,Relax,13:35:04.211192
3251,2011-02-27,13:43:01.490904,Work,14:19:00.632763
3252,2011-02-27,14:44:05.54222,Leave_Home,14:44:10.324353
3253,2011-02-27,18:54:06.041198,Enter_Home,18:54:17.344504
3254,2011-02-27,18:56:26.628319,Relax,00:03:07.339594
3258,2011-02-28,00:04:33.258409,Sleeping,05:14:53.332553
3259,2011-02-28,05:15:03.003369,Bed_to_Toilet,05:17:24.566551
3260,2011-02-28,05:17:30.536891,Sleeping,07:54:08.472107
3261,2011-02-28,08:01:05.418392,Meal_Preparation,08:14:07.864709
3262,2011-02-28,08:14:50.119915,Relax,10:01:12.401118
3266,2011-02-28,10:01:25.085015,Meal_Preparation,10:09:25.013368
3267,2011-02-28,10:12:32.287597,Eating,10:22:14.971715
3270,2011-02-28,11:37:40.868972,Leave_Home,11:37:45.35978
3271,2011-02-28,14:13:12.265314,Enter_Home,14:13:16.989303
3272,2011-02-28,14:26:23.919911,Meal_Preparation,14:30:13.702192
3273,2011-02-28,14:36:33.824694,Relax,16:08:36.378948
3277,2011-02-28,16:08:46.635117,Meal_Preparation,16:18:29.196611
3278,2011-02-28,16:18:32.053282,Relax,17:35:19.741548
3280,2011-02-28,17:37:48.602125,Meal_Preparation,17:55:26.745704
3282,2011-02-28,17:55:29.371148,Relax,23:26:39.253781
3288,2011-02-28,23:38:15.494043,Sleeping,06:11:17.46184
3289,2011-03-01,06:11:30.482775,Bed_to_Toilet,06:13:18.065286
3290,2011-03-01,06:13:20.081456,Sleeping,06:34:15.951048
3291,2011-03-01,06:37:30.518147,Meal_Preparation,06:51:56.250252
3293,2011-03-01,06:54:47.241115,Relax,08:59:37.620038
3296,2011-03-01,09:11:20.720884,Meal_Preparation,09:34:34.103495
3298,2011-03-01,09:49:33.847774,Relax,10:41:37.658119
3300,2011-03-01,10:45:29.880489,Leave_Home,10:45:34.060224
3301,2011-03-01,12:03:08.420628,Enter_Home,12:03:13.352647
3302,2011-03-01,12:04:41.947404,Meal_Preparation,12:21:29.272209
3305,2011-03-01,12:30:22.828787,Relax,13:09:14.993576
3306,2011-03-01,13:09:16.029298,Meal_Preparation,14:31:42.074962
3310,2011-03-01,14:42:10.978945,Leave_Home,14:42:15.174724
3311,2011-03-01,15:15:18.601751,Enter_Home,15:15:26.502607
3312,2011-03-01,15:29:16.200213,Meal_Preparation,15:34:01.820385
3313,2011-03-01,15:46:43.83065,Work,16:17:50.452618
3314,2011-03-01,16:17:55.107673,Meal_Preparation,17:37:48.384239
3319,2011-03-01,17:38:09.661898,Relax,22:35:57.688213
3324,2011-03-01,22:48:47.749571,Sleeping,04:33:22.461146
3325,2011-03-02,04:33:27.110762,Bed_to_Toilet,04:36:08.360641
3326,2011-03-02,04:36:15.948664,Sleeping,07:53:48.382825
3327,2011-03-02,08:00:48.31364,Meal_Preparation,08:14:20.002849
3328,2011-03-02,08:15:25.300502,Relax,08:38:28.251744
3330,2011-03-02,09:12:37.909432,Meal_Preparation,09:42:16.590652
3332,2011-03-02,09:42:27.975932,Eating,09:45:59.232575
3333,2011-03-02,09:46:48.619395,Relax,11:38:23.016806
3337,2011-03-02,12:24:55.029557,Leave_Home,12:24:58.539492
3338,2011-03-02,13:45:46.01644,Enter_Home,13:45:52.91885
3339,2011-03-02,13:48:13.082194,Meal_Preparation,13:55:48.230914
3340,2011-03-02,13:57:09.859323,Relax,14:06:52.8448
3341,2011-03-02,15:10:29.561109,Meal_Preparation,15:16:47.325196
3342,2011-03-02,15:16:48.002739,Relax,16:29:05.91424
3344,2011-03-02,16:31:14.902049,Meal_Preparation,17:00:59.400355
3345,2011-03-02,17:01:03.60909,Relax,17:26:38.717235
3346,2011-03-02,17:26:44.120665,Meal_Preparation,17:32:04.106087
3347,2011-03-02,17:33:28.704283,Relax,18:25:30.416618
3350,2011-03-02,18:37:10.542227,Meal_Preparation,18:44:39.226571
3351,2011-03-02,18:47:46.754979,Relax,19:29:15.697418
3352,2011-03-02,19:38:23.926556,Meal_Preparation,19:50:44.893995
3353,2011-03-02,19:50:48.854635,Relax,21:34:52.054829
3356,2011-03-02,22:34:39.471303,Sleeping,03:59:52.719483
3357,2011-03-03,04:00:01.808178,Bed_to_Toilet,04:03:12.859052
3358,2011-03-03,04:03:16.828158,Sleeping,06:01:14.856018
3359,2011-03-03,06:06:36.955376,Meal_Preparation,06:20:59.826818
3361,2011-03-03,06:21:11.861834,Relax,07:12:51.30105
3363,2011-03-03,08:28:28.319905,Leave_Home,08:28:31.943289
3364,2011-03-03,11:21:02.010191,Enter_Home,11:21:08.528758
3365,2011-03-03,11:26:23.238542,Relax,12:27:51.570307
3366,2011-03-03,12:29:51.796186,Meal_Preparation,12:35:51.16867
3367,2011-03-03,13:33:38.589144,Work,14:27:26.635285
3368,2011-03-03,14:29:51.508937,Relax,15:12:31.010157
3370,2011-03-03,15:40:08.877219,Leave_Home,15:40:13.294622
3371,2011-03-03,18:32:58.396142,Enter_Home,18:33:15.709158
3372,2011-03-03,18:37:12.248408,Relax,18:43:54.45417
3373,2011-03-03,18:53:50.976899,Meal_Preparation,19:00:31.428828
3375,2011-03-03,19:00:41.978485,Relax,23:48:07.852372
3383,2011-03-03,23:57:46.429217,Sleeping,04:35:59.172647
3384,2011-03-04,04:36:07.195564,Bed_to_Toilet,04:38:17.287429
3385,2011-03-04,04:38:46.293045,Sleeping,07:52:43.749996
3386,2011-03-04,07:58:17.504398,Meal_Preparation,08:12:59.781962
3388,2011-03-04,08:13:04.309235,Relax,08:59:53.19952
3391,2011-03-04,09:42:08.41889,Meal_Preparation,09:44:16.221135
3392,2011-03-04,10:18:34.74952,Leave_Home,10:18:38.589898
3393,2011-03-04,12:07:12.075977,Enter_Home,12:07:17.749458
3394,2011-03-04,12:55:46.26671,Meal_Preparation,13:05:55.944826
3395,2011-03-04,13:07:22.90174,Relax,13:33:09.20671
3396,2011-03-04,13:35:47.372982,Work,14:30:23.331195
3398,2011-03-04,14:32:44.627781,Relax,14:41:41.273149
3399,2011-03-04,14:48:49.512398,Leave_Home,14:48:53.774915
3400,2011-03-04,15:09:58.735726,Enter_Home,15:10:07.453546
3401,2011-03-04,15:27:20.774021,Work,15:42:26.891946
3402,2011-03-04,15:43:34.33193,Relax,17:04:13.161822
3403,2011-03-04,17:16:41.668966,Work,17:41:04.948814
3405,2011-03-04,17:42:07.671129,Meal_Preparation,18:25:27.889245
3409,2011-03-04,18:26:49.672099,Relax,22:08:42.590278
3415,2011-03-04,23:09:22.304422,Sleeping,05:00:58.750581
3416,2011-03-05,05:06:45.45642,Meal_Preparation,05:19:42.159134
3417,2011-03-05,05:21:04.33954,Relax,05:42:33.602777
3418,2011-03-05,06:21:27.568666,Meal_Preparation,06:25:16.443543
3419,2011-03-05,07:29:22.998581,Leave_Home,07:29:25.699055
3420,2011-03-05,13:44:51.63978,Enter_Home,13:44:59.054103
3421,2011-03-05,13:58:58.851006,Leave_Home,13:59:03.726666
3422,2011-03-05,15:48:01.829122,Enter_Home,15:48:06.066712
3423,2011-03-05,15:56:21.112564,Meal_Preparation,16:09:56.709142
3424,2011-03-05,16:14:23.396973,Relax,16:42:49.002573
3425,2011-03-05,16:42:51.535073,Meal_Preparation,16:59:23.941748
3428,2011-03-05,16:59:49.043814,Relax,00:03:20.399788
3433,2011-03-06,00:19:50.739757,Sleeping,06:41:59.862375
3434,2011-03-06,06:42:56.79698,Bed_to_Toilet,06:47:12.091737
3435,2011-03-06,06:47:16.931209,Sleeping,07:05:13.333342
3436,2011-03-06,07:05:46.777403,Meal_Preparation,07:19:47.76503
3438,2011-03-06,07:23:10.630055,Relax,07:38:43.721162
3439,2011-03-06,08:19:18.812984,Leave_Home,08:19:23.389841
3440,2011-03-06,09:12:19.724174,Enter_Home,09:12:24.430904
3441,2011-03-06,09:44:02.338927,Meal_Preparation,10:08:55.164975
3443,2011-03-06,10:09:00.682143,Relax,10:20:46.592669
3444,2011-03-06,10:20:50.198751,Meal_Preparation,10:24:53.089241
3445,2011-03-06,10:24:55.899422,Relax,11:12:51.797507
3447,2011-03-06,11:27:03.890335,Meal_Preparation,11:32:21.930425
3448,2011-03-06,11:48:00.890888,Relax,17:23:50.069672
3456,2011-03-06,17:32:32.400973,Meal_Preparation,18:05:58.228657
3459,2011-03-06,18:06:30.250748,Relax,00:04:36.359934
3464,2011-03-07,00:19:49.819338,Sleeping,05:13:16.177773
3465,2011-03-07,05:13:24.718664,Bed_to_Toilet,05:16:01.938254
3466,2011-03-07,05:16:11.781477,Sleeping,07:29:04.428263
3467,2011-03-07,07:38:30.800207,Meal_Preparation,07:53:31.190756
3468,2011-03-07,07:53:32.712396,Relax,08:40:07.368031
3470,2011-03-07,08:52:38.062506,Eating,09:58:45.388323
3474,2011-03-07,09:58:47.092636,Wash_Dishes,10:05:31.718606
3475,2011-03-07,10:31:07.879005,Relax,10:37:32.241521
3476,2011-03-07,11:28:44.862821,Leave_Home,11:28:51.958117
3477,2011-03-07,14:24:57.971423,Enter_Home,14:25:08.6832
3478,2011-03-07,14:45:52.682772,Leave_Home,14:45:58.518622
3479,2011-03-07,14:49:10.75451,Enter_Home,14:49:15.901585
3480,2011-03-07,14:57:12.577043,Meal_Preparation,15:05:22.732485
3481,2011-03-07,15:06:05.908259,Relax,18:21:58.788859
3488,2011-03-07,18:22:29.802969,Meal_Preparation,18:25:35.278788
3489,2011-03-07,18:25:35.937582,Relax,18:31:06.383161
3490,2011-03-07,18:31:09.725146,Meal_Preparation,18:33:45.430487
3491,2011-03-07,18:34:05.320669,Relax,21:14:40.628941
3496,2011-03-07,21:14:44.472282,Meal_Preparation,21:18:10.98314
3497,2011-03-07,21:18:18.498445,Relax,22:24:53.594624
3498,2011-03-07,23:00:33.585369,Sleeping,07:37:13.759213
3499,2011-03-09,07:40:28.775355,Meal_Preparation,07:52:31.076166
3501,2011-03-09,07:52:33.019167,Relax,09:35:40.365164
3504,2011-03-09,09:38:43.887762,Meal_Preparation,09:46:29.592632
3505,2011-03-09,09:46:33.028486,Eating,09:51:08.02538
3506,2011-03-09,10:52:58.169947,Relax,11:00:14.018771
3507,2011-03-09,11:30:11.939866,Leave_Home,11:30:17.103082
3508,2011-03-09,13:39:43.12684,Enter_Home,13:39:47.830037
